Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price
Kingston FURY Beast 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$11.875,Black / Silver,4.5,6,$379.99
Patriot Signature Line 16 GB,DDR4-3200,2 x 8GB,11.875 ns,19,$7.187,,4,1,$114.99
Silicon Power XPOWER Zenith Gaming 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.650,Black,5,5,$436.79
G.Skill Trident Z5 RGB 64 GB,DDR5-6000,2 x 32GB,12 ns,36,$11.406,Black,5,1,$729.99
Corsair Dominator Platinum RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$15.812,Black,5,1,$505.99
Crucial CT4G4DFS824A 4 GB,DDR4-2400,1 x 4GB,14.167 ns,17,$8.697,Black / Green,5,1,$34.79
Kingston FURY Renegade 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6400,2 x 16GB,9.375 ns,30,$15.625,White,5,2,$499.99
Corsair Vengeance 192 GB,DDR5-5200,4 x 48GB,14.615 ns,38,$11.469,Black,0,0,$2201.99
Crucial Pro 96 GB,DDR5-5600,2 x 48GB,16.429 ns,46,$8.229,Black,0,0,$790.00
Crucial CT2K16G4DFRA32A 32 GB,DDR4-3200,2 x 16GB,13.75 ns,22,$6.000,Green / Black,5,2,$191.99
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.812,White / Silver,4.5,5,$441.99
Lexar THOR OC 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,,Black / Gold,5,6,0
Kingston ValueRAM 8 GB,DDR5-4800,1 x 8GB,16.667 ns,40,,Green,0,0,0
G.Skill Ripjaws S5 64 GB,DDR5-5600,2 x 32GB,10 ns,28,,Black,4.5,4,0
G.Skill Trident Z5 RGB 128 GB,DDR5-6400,2 x 64GB,11.25 ns,36,$11.875,Black,0,0,$1519.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.843,White / Black,4.5,4,$186.99
Corsair Vengeance RGB 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$12.531,White,4.5,3,$400.99
Timetec PINNACLE Konduit 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,5,1,0
Corsair Vengeance RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.156,Black / Gray,4.5,10,$905.99
Lexar Ares RGB 2nd Gen 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,,Black,4,1,0
Crucial CT32G56C46U5 32 GB,DDR5-5600,1 x 32GB,16.429 ns,46,,Black,0,0,$281.99
Timetec PINNACLE Konduit 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.312,White,4,5,$116.99
G.Skill Ripjaws X 8 GB,DDR3-1600,2 x 4GB,11.25 ns,9,$5.124,Black / Red,4.5,252,$40.99
Kingston FURY 32 GB,DDR5-5600,1 x 32GB,14.286 ns,40,,White,0,0,0
Corsair Dominator Titanium 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.968,Black,5,2,$478.99
V-Color Manta XSky RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$10.937,Black,0,0,$349.99
Kingston FURY Beast 8 GB,DDR5-5200,1 x 8GB,15.385 ns,40,$9.873,Black,0,0,$78.98
Samsung M378A1K43CB2-CRC 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,$5.874,Green,4,6,$46.99
Corsair Vengeance RGB Pro SL 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.843,Black,4.5,5,$186.99
Kingston FURY Beast 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,White,0,0,0
G.Skill Trident Z5 CK 48 GB,DDR5-8800,2 x 24GB,9.545 ns,42,,Black,0,0,0
Kingston Server Premier 64 GB,DDR4-3200,1 x 64GB,13.75 ns,22,$10.557,,0,0,$675.62
Corsair Vengeance RGB 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$12.531,Black,4.5,11,$400.99
Patriot Signature Line 16 GB,DDR5-4800,1 x 16GB,16.667 ns,40,$11.187,Black,4,1,$178.99
G.Skill Trident Z5 RGB 64 GB,DDR5-6800,2 x 32GB,10 ns,34,$14.844,Black,4.5,2,$949.99
ADATA XPG GAMMIX D10 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
OLOy MD4U082619BBSA 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,$4.874,Red / Black,0,0,$38.99
Corsair Vengeance 32 GB,DDR5-4800,2 x 16GB,16.667 ns,40,$12.156,Black,4.5,7,$388.99
Corsair Vengeance RGB Pro 32 GB,DDR4-4266,4 x 8GB,8.908 ns,19,,Black,0,0,0
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,12 ns,36,$10.781,Black / Silver,5,2,$689.99
GOODRAM IRDM 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Black,0,0,0
Corsair Vengeance RGB 96 GB,DDR5-6000,2 x 48GB,10 ns,30,$11.770,Black / Silver,5,6,$1129.95
Patriot Viper 3 16 GB,DDR3-1866,2 x 8GB,10.718 ns,10,$3.062,Black / Silver,4.5,12,$48.99
Corsair Vengeance 128 GB,DDR5-5600,4 x 32GB,14.286 ns,40,$13.586,Black,0,0,$1738.99
Corsair Vengeance LPX 32 GB,DDR4-3200,4 x 8GB,10 ns,16,$6.843,Black / Yellow,4.5,8,$218.99
Crucial CT4K32G4LFQ4213 128 GB,DDR4-2133,4 x 32GB,14.065 ns,15,,Black / Green,0,0,0
PNY XLR8 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black / Red,5,3,$119.99
TEAMGROUP T-Create Expert 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,$13.406,Black,5,9,$428.99
Kingston FURY Renegade 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$28.237,Silver / Black,5,2,$903.58
Corsair Vengeance 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.015,Black / Gray,4.5,11,$896.99
Corsair Vengeance LPX 256 GB,DDR4-3200,8 x 32GB,10 ns,16,,Black / Yellow,5,1,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$14.687,Black,4,5,$469.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.343,Black,4.5,9,$394.99
Lexar Ares RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,,Black / Silver,4.5,4,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,White,4.5,20,0
Crucial Ballistix MAX 16 GB,DDR4-5100,2 x 8GB,7.451 ns,19,$62.188,Black,5,1,$995.00
G.Skill Trident Z5 Neo RGB 96 GB,DDR5-6000,2 x 48GB,9.333 ns,28,$11.458,Black,0,0,$1099.99
Patriot Viper Steel 16 GB,DDR4-3600,2 x 8GB,9.444 ns,17,$7.374,Silver / Black,4.5,8,$117.99
G.Skill Trident Z RGB 32 GB,DDR4-3200,4 x 8GB,10 ns,16,$8.437,Black,4.5,52,$269.99
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$14.890,White,4,3,$952.99
Corsair Vengeance 32 GB,DDR5-5200,1 x 32GB,15.385 ns,40,$11.875,Black,0,0,$379.99
ADATA XPG Lancer Blade 16 GB,DDR5-5600,1 x 16GB,16.429 ns,46,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,4.5,19,0
TEAMGROUP T-Force Vulcan 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,,Black,4,6,0
Corsair Vengeance RGB Pro 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$7.937,Black,4.5,79,$126.99
Kingston FURY Beast RGB 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$7.968,Black,5,1,$254.98
Lexar Ares RGB 2nd Gen 32 GB,DDR5-6000,2 x 16GB,8.667 ns,26,,Black,0,0,0
Corsair Dominator Titanium 48 GB,DDR5-7200,2 x 24GB,10 ns,36,$13.646,White,5,1,$654.99
Corsair Vengeance 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,,Black,4.5,61,0
Corsair Vengeance 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,,White / Gray,4,1,0
G.Skill Trident Z5 Royal Neo 64 GB,DDR5-6000,2 x 32GB,8.667 ns,26,$16.172,Silver,0,0,$1034.99
Corsair Dominator Platinum RGB 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,$12.656,Black,4.5,2,$809.99
Kingston FURY Beast 16 GB,DDR4-3600,2 x 8GB,9.444 ns,17,$12.188,Black,0,0,$195.00
Corsair Vengeance RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.531,Black / Gray,4.5,16,$400.99
Corsair Dominator Titanium 64 GB,DDR5-6400,4 x 16GB,10 ns,32,$15.250,White,5,1,$975.99
Kingston FURY Beast RGB 8 GB,DDR5-5600,1 x 8GB,14.286 ns,40,,Black,0,0,0
G.Skill Trident Z5 RGB 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$11.875,Black,0,0,$569.99
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,$12.593,White,4.5,4,$402.99
Crucial CT102464BD160B 8 GB,DDR3-1600,1 x 8GB,13.75 ns,11,$2.123,Black / Green,4.5,5,$16.98
Kingston FURY 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,,White,0,0,0
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$11.656,Black,5,1,$372.99
G.Skill Trident Z5 Neo 128 GB,DDR5-6000,2 x 64GB,11.333 ns,34,$10.156,Black,0,0,$1299.99
Timetec PINNACLE Konduit 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,White,5,1,0
G.Skill Trident Z5 Royal Neo RGB 96 GB,DDR5-6000,2 x 48GB,9.333 ns,28,$11.614,Silver,0,0,$1114.99
Crucial CT64G56C46U5 64 GB,DDR5-5600,1 x 64GB,16.429 ns,46,$8.359,Black,0,0,$534.99
Corsair Vengeance RGB 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$14.172,White,0,0,$906.99
G.Skill Ripjaws M5 RGB 32 GB,DDR5-6400,2 x 16GB,11.25 ns,36,$13.750,White,0,0,$439.99
Kingston FURY Beast RGB 8 GB,DDR5-5200,1 x 8GB,15.385 ns,40,,Black,0,0,0
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.187,Black,5,25,$114.99
Silicon Power XPOWER Pulse Gaming 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$10.155,Black,0,0,$324.97
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,4.5,13,0
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$13.937,Black / Gray,4.5,12,$445.99
G.Skill Aegis 32 GB,DDR4-3000,2 x 16GB,10.667 ns,16,$6.875,Red / Black,4.5,5,$219.99
Crucial CT2K16G56C46S5 32 GB,DDR5-5600,2 x 16GB,16.429 ns,46,$7.843,Black,0,0,$250.99
G.Skill Flare X5 64 GB,DDR5-6000,2 x 32GB,9.333 ns,28,$14.375,Black,5,3,$919.99
Crucial Pro Overclocking 16 GB,DDR5-6000,1 x 16GB,12 ns,36,$12.499,White,0,0,$199.99
G.Skill Ripjaws V 8 GB,DDR4-2400,1 x 8GB,12.5 ns,15,$11.249,Red,5,10,$89.99
Patriot Viper Steel 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$5.625,Silver / Black,3.5,4,$179.99
G.Skill Trident Z RGB 64 GB,DDR4-3200,2 x 32GB,10 ns,16,$6.719,Black,5,1,$429.99
Kingston ValueRAM 32 GB,DDR5-5600,1 x 32GB,16.429 ns,46,$9.250,Green / Black,0,0,$296.00
G.Skill Trident Z5 Royal 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$15.000,Silver,5,6,$959.99
Kingston FURY Beast RGB 16 GB,DDR5-5600,2 x 8GB,12.857 ns,36,,Black,4,1,0
OLOy MD4U083016BJDA 16 GB,DDR4-3000,2 x 8GB,10.667 ns,16,,Black,4,1,0
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,White,4.5,44,0
Kingston FURY Beast 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$22.352,Black,5,1,$715.27
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$14.844,Black,5,3,$949.99
G.Skill Trident Z5 Neo RGB 256 GB,DDR5-6000,4 x 64GB,12 ns,36,$11.328,Black,0,0,$2899.99
Kingston FURY Beast RGB 32 GB,DDR5-5200,2 x 16GB,13.846 ns,36,,Black,0,0,0
Kingston HyperX Fury 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,4.5,7,0
Corsair Vengeance RGB RS 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.750,Black / Gray,4.5,4,$183.99
G.Skill Trident Z Neo 128 GB,DDR4-3200,4 x 32GB,10 ns,16,$5.859,Black / Silver,5,2,$749.99
Corsair ValueSelect 4 GB,DDR3-1600,1 x 4GB,13.75 ns,11,,Black / Green,5,3,0
G.Skill Trident Z5 Neo RGB 96 GB,DDR5-6000,2 x 48GB,8.667 ns,26,,Black,0,0,0
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,4.5,12,0
G.Skill Trident Z Neo 16 GB,DDR4-3600,2 x 8GB,8.889 ns,16,$8.749,Black / Silver,4.5,94,$139.99
Klevv BOLT X 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$6.156,Black,4,3,$196.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6400,2 x 16GB,11.875 ns,38,,White,0,0,0
Kingston FURY 128 GB,DDR5-5200,4 x 32GB,15.385 ns,40,$9.766,White,0,0,$1249.99
Corsair Dominator Titanium 96 GB,DDR5-6600,2 x 48GB,9.697 ns,32,,White,4.5,3,0
Kingston FURY Beast 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$10.390,Black,4.5,3,$664.99
Crucial Classic 64 GB,DDR5-5600,2 x 32GB,16.429 ns,46,,Black,0,0,$585.99
Crucial CT32G48C40U5 32 GB,DDR5-4800,1 x 32GB,16.667 ns,40,$14.062,Black,3,1,$449.99
TEAMGROUP T-Create Expert 64 GB,DDR5-6000,2 x 32GB,11.333 ns,34,$11.719,Black,4.5,12,$749.99
Biwin Black Opal DW100 RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Black,5,1,0
Kingston FURY Beast 64 GB,DDR5-6000,2 x 32GB,10 ns,30,,White,5,3,0
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.843,Silver / Black,5,12,$474.99
Corsair Vengeance LPX 16 GB,DDR4-3000,2 x 8GB,10 ns,15,$6.812,Black / Yellow,4.5,265,$108.99
Crucial CT2K16G4DFD8266 32 GB,DDR4-2666,2 x 16GB,14.254 ns,19,$6.527,Green / Black,4.5,3,$208.88
Klevv CRAS X RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$7.062,Black,5,3,$112.99
Crucial CT8G48C40U5 8 GB,DDR5-4800,1 x 8GB,16.667 ns,40,$24.811,Black,0,0,$198.49
PNY XLR8 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black / Red,4.5,14,$89.99
G.Skill Aegis 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$7.187,Red / Black,4.5,12,$229.99
G.Skill Ripjaws M5 Neo RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$11.656,White,0,0,$372.99
TEAMGROUP Elite 16 GB,DDR3-1600,2 x 8GB,13.75 ns,11,$1.999,Black,4.5,2,$31.99
V-Color TRA564G60D436O 512 GB,DDR5-6000,8 x 64GB,12 ns,36,$20.391,Black,0,0,$10439.99
G.Skill Flare X5 128 GB,DDR5-6000,2 x 64GB,12 ns,36,$11.375,Black,5,1,$1455.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,$13.437,Black,4,6,$429.99
G.Skill Trident Z RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,5,35,0
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.812,Black / Gray,4.5,10,$441.99
Kingston FURY Beast 16 GB,DDR5-6000,1 x 16GB,10 ns,30,,Black,0,0,0
G.Skill Ripjaws V 32 GB,DDR4-4000,2 x 16GB,9 ns,18,,Black,4.5,12,0
Kingston FURY Beast 64 GB,DDR4-3200,2 x 32GB,10 ns,16,$9.900,Black / Silver,5,1,$633.60
Crucial CT2K8G4DFS824A 16 GB,DDR4-2400,2 x 8GB,14.167 ns,17,$5.924,Green / Black,2,1,$94.79
ADATA XPG SPECTRIX D50 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Black,0,0,0
Corsair Dominator Titanium 64 GB,DDR5-6400,4 x 16GB,10 ns,32,$15.250,Black,5,1,$975.99
Kingston FURY Beast 16 GB,DDR5-5600,1 x 16GB,12.857 ns,36,$20.666,Black,0,0,$330.66
Silicon Power XPOWER Gaming 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$6.780,Gray,0,0,$216.97
Crucial Classic 8 GB,DDR5-5600,1 x 8GB,16.429 ns,46,$26.395,Black,3,1,$211.16
G.Skill Trident Z5 RGB 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$15.187,Black,4.5,9,$485.99
Kingston FURY Beast RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.186,Black,5,3,$389.95
G.Skill Ripjaws V 16 GB,DDR4-2400,2 x 8GB,14.167 ns,17,$6.874,Red,3,1,$109.99
G.Skill Ripjaws V 16 GB,DDR4-4000,2 x 8GB,9 ns,18,$8.124,Black,0,0,$129.99
G.Skill Ripjaws 4 8 GB,DDR4-2400,1 x 8GB,12.5 ns,15,,Black / Green,0,0,0
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,12.667 ns,38,,White,4.5,8,0
Acer Predator Vesta II RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,Black,2.5,2,0
Kingston ValueRAM 4 GB,DDR4-2666,1 x 4GB,14.254 ns,19,$6.247,Green / Black,0,0,$24.99
Corsair Vengeance LPX 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,White,4.5,3,0
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.187,White,4.5,40,$114.99
Corsair Dominator Titanium 96 GB,DDR5-6400,2 x 48GB,10 ns,32,$12.583,White,0,0,$1207.99
Silicon Power XPOWER Turbine 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$6.562,Blue,5,5,$209.97
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.062,Black,5,3,$449.99
TEAMGROUP T-Force Vulcan Z 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Red,5,1,0
Kingston FURY Beast 32 GB,DDR4-3200,1 x 32GB,10 ns,16,$7.336,Black,5,2,$234.74
ADATA XPG SPECTRIX D35G RGB 16 GB,DDR4-3600,2 x 8GB,10 ns,18,,Black,5,1,0
Corsair Vengeance RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$14.531,Black,0,0,$464.99
Corsair Vengeance LPX 8 GB,DDR4-3200,1 x 8GB,10 ns,16,$7.372,Black / Yellow,5,3,$58.98
Patriot Venom 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$12.500,Black,5,5,$799.99
Corsair Vengeance RGB Pro 64 GB,DDR4-3200,2 x 32GB,10 ns,16,,Black,4.5,6,0
Kingston FURY Beast RGB 16 GB,DDR4-3600,2 x 8GB,9.444 ns,17,$9.375,Black,0,0,$150.00
PNY XLR8 Gaming RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,5,4,0
Kingston FURY Beast RGB 8 GB,DDR5-5600,1 x 8GB,14.286 ns,40,,Black,0,0,0
TEAMGROUP T-Force Delta RGB 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$7.187,Black,4.5,56,$114.99
Corsair Dominator Titanium 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$15.250,White,5,1,$487.99
TEAMGROUP Elite 32 GB,DDR4-2666,2 x 16GB,14.254 ns,19,,Black,0,0,0
G.Skill Trident Z5 Neo RGB 64 GB,DDR5-6000,2 x 32GB,8.667 ns,26,$15.937,White / Black,5,2,$1019.99
TEAMGROUP T-Force Vulcan 16 GB,DDR5-6000,2 x 8GB,12.667 ns,38,,Black,0,0,0
Kingston KVR1333D3/2GR 2 GB,DDR3-1333,1 x 2GB,13.503 ns,9,$2.985,Green,2,1,$5.97
Crucial MTA18ASF4G72AZ-3G2B1 32 GB,DDR4-3200,1 x 32GB,13.75 ns,22,$5.906,Green,0,0,$189.00
TEAMGROUP T-Create Expert 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Gray,5,8,0
Patriot Viper Xtreme 5 32 GB,DDR5-8200,2 x 16GB,9.268 ns,38,$16.906,Black,5,1,$540.99
Netac Shadow II 32 GB,DDR4-3200,2 x 16GB,10 ns,16,,Black,5,1,0
Kingston HyperX Fury 16 GB,DDR4-2666,2 x 8GB,12.003 ns,16,,Black,4,7,0
G.Skill Flare X5 128 GB,DDR5-6000,2 x 64GB,11.333 ns,34,$10.141,Black,0,0,$1297.99
G.Skill Ripjaws S5 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$12.281,Black,5,3,$392.99
Corsair CMV8GX4M1A2133C15 8 GB,DDR4-2133,1 x 8GB,14.065 ns,15,$6.997,Black,4.5,9,$55.98
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-6400,2 x 16GB,9.375 ns,30,$15.625,Black,5,4,$499.99
TEAMGROUP T-Force Vulcan 32 GB,DDR5-5600,2 x 16GB,11.429 ns,32,,Black,4,1,0
Corsair Dominator Titanium 32 GB,DDR5-6600,2 x 16GB,9.697 ns,32,$15.531,White,0,0,$496.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Gray,5,8,0
GOODRAM IRDM PRO 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,0,0,0
G.Skill Trident Z RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$7.812,Black,4.5,40,$249.99
PNY XLR8 Gaming 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black / Red,5,1,0
G.Skill F4-3200C16Q2-128GTZ 128 GB,DDR4-3200,8 x 16GB,10 ns,16,$8.232,Gray / Red,0,0,$1053.69
Corsair Vengeance LPX 64 GB,DDR4-3600,2 x 32GB,10 ns,18,,Black,5,5,0
Corsair Dominator Titanium 32 GB,DDR5-7200,2 x 16GB,9.444 ns,34,$16.125,Black,5,1,$515.99
Corsair Dominator Titanium 48 GB,DDR5-6000,2 x 24GB,10 ns,30,$13.250,Black,4,1,$635.99
Corsair Vengeance 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$14.250,Black,4,5,$455.99
G.Skill Trident Z5 Neo RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,$16.562,Black,5,1,$529.99
Corsair Vengeance 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$13.125,Black / Gray,4.5,10,$839.99
G.Skill Flare X5 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$12.187,Black,5,1,$389.99
G.Skill Trident Z5 CK RGB 48 GB,DDR5-8800,2 x 24GB,9.545 ns,42,$14.583,Black,0,0,$699.99
G.Skill Ripjaws S5 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$12.187,Black,4,2,$389.99
Patriot Viper Steel 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Silver / Black,4.5,20,$101.99
ADATA XPG Lancer Blade 32 GB,DDR5-5600,2 x 16GB,16.429 ns,46,,Black,0,0,0
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.062,White,5,1,$449.99
Klevv CRAS V RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,,White,4.5,2,0
Corsair Dominator Titanium 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$14.890,Black,4,1,$952.99
Corsair Vengeance RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.531,White / Gray,0,0,$400.99
Kingston FURY Beast 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$8.750,Black,4,6,$279.99
G.Skill Trident Z5 Neo RGB 192 GB,DDR5-6000,4 x 48GB,9.333 ns,28,,Black,0,0,0
Crucial CT2K32G48C40U5 64 GB,DDR5-4800,2 x 32GB,16.667 ns,40,$9.062,Black,5,1,$579.99
Timetec PINNACLE Konduit RGB 16 GB,DDR4-3200,1 x 16GB,10 ns,16,,White,0,0,0
Corsair Vengeance LPX 32 GB,DDR4-2666,2 x 16GB,12.003 ns,16,$5.343,Black / Yellow,4.5,14,$170.99
PNY XLR8 Gaming EPIC-X RGB 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$10.312,Black,5,2,$329.99
Kingston FURY Beast 64 GB,DDR5-6400,2 x 32GB,10 ns,32,$19.137,Black,5,1,$1224.77
G.Skill Ripjaws V 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$7.812,Black,4.5,59,$124.99
Kingston ValueRAM 8 GB,DDR4-3200,1 x 8GB,13.75 ns,22,$10.020,,0,0,$80.16
Kingston FURY Beast RGB 32 GB,DDR5-6000,2 x 16GB,13.333 ns,40,,Black,5,3,0
Crucial Ballistix 1 GB,DDR2-1066,1 x 1GB,9.381 ns,5,,Green,0,0,0
Corsair Vengeance 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.218,Black / Gray,4,1,$390.99
Kingston Fury Renegade RGB 32 GB,DDR5-7600,2 x 16GB,10 ns,38,,Silver / Black,0,0,$429.99
Corsair Vengeance RGB 32 GB,DDR5-6400,2 x 16GB,11.25 ns,36,$12.750,Black / Gray,0,0,$407.99
G.Skill Trident Z5 32 GB,DDR5-6400,2 x 16GB,10 ns,32,$13.437,Black,5,1,$429.99
Kingston FURY Beast 32 GB,DDR5-6000,2 x 16GB,12 ns,36,,Black,4.5,14,0
G.Skill Trident Z5 Royal 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$13.125,Silver,0,0,$629.99
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$15.312,Black,5,2,$489.99
ADATA Premier 16 GB,DDR5-4800,1 x 16GB,16.667 ns,40,,Black,5,1,0
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$8.125,Black,4.5,21,$259.99
G.Skill Trident Z5 Neo RGB 48 GB,DDR5-6000,2 x 24GB,8.667 ns,26,$13.125,Black,0,0,$629.99
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$16.250,Black,0,0,$519.99
Patriot Viper Venom RGB 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$11.250,Black / White,5,1,$359.99
G.Skill Ripjaws S5 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$13.594,Black,4.5,13,$869.99
Timetec PREMIUM 32 GB,DDR4-2133,2 x 16GB,14.065 ns,15,,Black,0,0,0
Silicon Power XPOWER Turbine 16 GB,DDR4-3200,2 x 8GB,10 ns,16,$6.737,Blue,4.5,32,$107.79
